x,y,rho
-21.25,9.25,1.8262845880124e-20
-21.25,9.75,7.3983323109596e-21
-21.25,10.25,3.3082156502444e-21
-21.25,10.75,1.4666418079544e-21
-21.25,11.25,6.8782851621237e-22
-21.25,11.75,3.448208908288e-22
-21.25,12.25,1.8473517648699e-22
-21.25,12.75,9.5790482238702e-23
-21.25,13.25,5.192152019704e-23
-21.25,13.75,2.9289213280452e-23
-21.25,14.25,1.7407706787587e-23
-21.25,14.75,1.0934670198006e-23
-21.25,15.25,7.3202712926486e-24
-21.25,15.75,5.1812107930611e-24
-21.25,16.25,3.8238038065959e-24
-21.25,16.75,2.9017955280821e-24
-21.25,17.25,2.2332752113666e-24
-21.25,17.75,1.7242890947164e-24
-21.25,18.25,1.3258238180333e-24
-21.25,18.75,1.0100118655324e-24
-21.25,19.25,7.5891110846577e-25
-21.25,19.75,5.5989580560401e-25
-21.25,20.25,4.0322210853065e-25
-21.25,20.75,2.8120353382062e-25
-21.25,21.25,1.8761062756952e-25
-21.25,21.75,1.1743013818597e-25
-21.25,22.25,6.6613580171035e-26
-21.25,22.75,3.1926511862662e-26
-21.25,23.25,1.0780867940874e-26
-21.25,23.75,1.1135554823638e-27
-20.75,-23.75,1.2183174104377e-27
-20.75,-23.25,1.1822982327021e-26
-20.75,-22.75,3.5053970144782e-26
-20.75,-22.25,7.322406121304e-26
-20.75,-21.75,1.29194543323e-25
-20.75,-21.25,2.0656797884423e-25
-20.75,-20.75,3.0981007971288e-25
-20.75,-20.25,4.4449302302964e-25
-20.75,-19.75,6.174199851201e-25
-20.75,-19.25,8.3715067606492e-25
-20.75,-18.75,1.1142795726393e-24
-20.75,-18.25,1.4630565015615e-24
-20.75,-17.75,1.9036540361317e-24
-20.75,-17.25,2.4688525259937e-24
-20.75,-16.75,3.2179314829894e-24
-20.75,-16.25,4.268291061199e-24
-20.75,-15.75,5.8517172898195e-24
-20.75,-15.25,8.4177916946827e-24
-20.75,-14.75,1.287687338069e-23
-20.75,-14.25,2.1060625969116e-23
-20.75,-13.75,3.6377824108389e-23
-20.75,-13.25,6.5991070176489e-23
-20.75,-12.75,1.2404239586651e-22
-20.75,-12.25,2.4262586254272e-22
-20.75,-11.75,4.5836122313068e-22
-20.75,-11.25,9.2231756420438e-22
-20.75,-10.75,1.9785614051634e-21
-20.75,-10.25,4.4767775233247e-21
-20.75,-9.75,1.0056621564935e-20
-20.75,-9.25,2.4985321391028e-20
-20.75,-8.75,7.0666999462323e-20
-20.75,-8.25,1.1454532022941e-19
-20.75,-7.75,1.8392761103086e-19
-20.75,-7.25,2.3107714586604e-18
-20.75,-6.75,9.5851727489327e-18
-20.75,-6.25,1.6094683389279e-17
-20.75,-5.75,1.0408063964661e-16
-20.75,-5.25,8.4417242611297e-16
-20.75,-4.75,3.669411681233e-15
