x,rho
-5.087890625,0.30072003702819
-5.068359375,0.29813191822864
-5.048828125,0.29548318140572
-5.029296875,0.29277584421018
-5.009765625,0.29001195516791
-4.990234375,0.28719359110978
-4.970703125,0.28432285458582
-4.951171875,0.28140187126822
-4.931640625,0.27843278734781
-4.912109375,0.27541776692813
-4.892578125,0.27235898942179
-4.873046875,0.26925864695321
-4.853515625,0.2661189417722
-4.833984375,0.26294208368239
-4.814453125,0.25973028748889
-4.794921875,0.25648577046901
-4.775390625,0.25321074987004
-4.755859375,0.24990744043811
-4.736328125,0.2465780519816
-4.716796875,0.24322478697295
-4.697265625,0.23984983819231
-4.677734375,0.23645538641637
-4.658203125,0.23304359815565
-4.638671875,0.22961662344338
-4.619140625,0.2261765936789
-4.599609375,0.22272561952841
-4.580078125,0.21926578888573
-4.560546875,0.21579916489559
-4.541015625,0.21232778404173
-4.521484375,0.20885365430214
-4.501953125,0.20537875337326
-4.482421875,0.20190502696521
-4.462890625,0.19843438716949
-4.443359375,0.19496871090096
-4.423828125,0.19150983841513
-4.404296875,0.1880595719022
-4.384765625,0.18461967415869
-4.365234375,0.18119186733759
-4.345703125,0.17777783177762
-4.326171875,0.17437920491219
-4.306640625,0.17099758025835
-4.287109375,0.16763450648591
-4.267578125,0.16429148656675
-4.248046875,0.16096997700419
-4.228515625,0.15767138714213
-4.208984375,0.15439707855353
-4.189453125,0.15114836450761
-4.169921875,0.14792650951507
-4.150390625,0.14473272895047
-4.130859375,0.14156818875078
-4.111328125,0.13843400518893
-4.091796875,0.13533124472118
-4.072265625,0.13226092390693
-4.052734375,0.12922400939951
-4.033203125,0.12622141800629
-4.013671875,0.12325401681655
-3.994140625,0.12032262339537
-3.974609375,0.11742800604146
-3.955078125,0.11457088410729
-3.935546875,0.11175192837926
-3.916015625,0.10897176151605
-3.896484375,0.10623095854278
-3.876953125,0.10353004739902
-3.857421875,0.10086950953815
-3.837890625,0.098249780576077
-3.818359375,0.095671250986642
-3.798828125,0.093134266841681
-3.779296875,0.090639130593123
