x,rho
-2.424,0.0211349643191
-2.412,0.0217572001858
-2.4,0.0223945302948
-2.388,0.0230472105733
-2.376,0.0237154976988
-2.364,0.0243996489714
-2.352,0.0250999221811
-2.34,0.0258165754716
-2.328,0.0265498671996
-2.316,0.02730005579
-2.304,0.0280673995866
-2.292,0.0288521566996
-2.28,0.0296545848473
-2.268,0.0304749411958
-2.256,0.0313134821925
-2.244,0.032170463397
-2.232,0.0330461393073
-2.22,0.0339407631824
-2.208,0.0348545868605
-2.196,0.0357878605735
-2.184,0.0367408327579
-2.172,0.0377137498617
-2.16,0.0387068561475
-2.148,0.0397203934921
-2.136,0.0407546011829
-2.124,0.0418097157101
-2.112,0.0428859705558
-2.1,0.0439835959804
-2.088,0.0451028188051
-2.076,0.0462438621914
-2.064,0.0474069454182
-2.052,0.0485922836554
-2.04,0.0498000877351
-2.028,0.0510305639204
-2.016,0.0522839136716
-2.004,0.0535603334096
-1.992,0.0548600142783
-1.98,0.0561831419039
-1.968,0.0575298961528
-1.956,0.0589004508883
-1.944,0.0602949737248
-1.932,0.0617136257816
-1.92,0.0631565614352
-1.908,0.0646239280707
-1.896,0.0661158658324
-1.884,0.067632507374
-1.872,0.0691739776083
-1.86,0.070740393457
-1.848,0.0723318636004
-1.836,0.0739484882276
-1.824,0.0755903587868
-1.812,0.0772575577372
-1.8,0.0789501583009
-1.788,0.080668224217
-1.776,0.0824118094964
-1.764,0.0841809581788
-1.752,0.0859757040916
-1.74,0.0877960706109
-1.728,0.0896420704251
-1.716,0.0915137053012
-1.704,0.0934109658544
-1.692,0.0953338313203
-1.68,0.0972822693315
-1.668,0.0992562356972
-1.656,0.101255674188
-1.644,0.103280516323
-1.632,0.105330681164
-1.62,0.107406075113
-1.608,0.109506591717
-1.596,0.111632111474
-1.584,0.113782501646
-1.572,0.115957616087
-1.56,0.11815729506
-1.548,0.120381365076
-1.536,0.122629638733
-1.524,0.124901914563
-1.512,0.127197976884
-1.5,0.129517595666
-1.488,0.131860526398
-1.476,0.134226509968
-1.464,0.136615272548
-1.452,0.139026525489
-1.44,0.141459965225
-1.428,0.143915273189
-1.416,0.146392115731
-1.404,0.148890144053
-1.392,0.15140899415
-1.38,0.153948286763
-1.368,0.156507627338
-1.356,0.159086606004
-1.344,0.16168479755
-1.332,0.164301761426
-1.32,0.166937041742
-1.308,0.169590167287
-1.296,0.17226065156
-1.284,0.174947992804
-1.272,0.177651674059
-1.26,0.180371163227
-1.248,0.183105913145
-1.236,0.18585536167
-1.224,0.188618931784
-1.212,0.191396031699
-1.2,0.194186054983
-1.188,0.196988380699
-1.176,0.199802373551
-1.164,0.202627384043
-1.152,0.20546274866
-1.14,0.208307790047
-1.128,0.211161817213
-1.116,0.214024125742
-1.104,0.216893998014
-1.092,0.21977070345
-1.08,0.222653498752
-1.068,0.225541628173
-1.056,0.228434323789
-1.044,0.231330805785
-1.032,0.234230282756
-1.02,0.237131952019
-1.008,0.240034999936
-0.996,0.24293860225
-0.984,0.245841924432
-0.972,0.248744122042
-0.96,0.251644341098
-0.948,0.25454171846
-0.936,0.25743538222
-0.924,0.260324452111
-0.912,0.263208039916
-0.9,0.266085249899
-0.888,0.268955179236
-0.876,0.271816918462
-0.864,0.274669551928
-0.852,0.27751215826
-0.84,0.28034381084
-0.828,0.283163578279
-0.816,0.285970524917
-0.804,0.288763711314
-0.792,0.29154219476
-0.78,0.294305029788
-0.768,0.297051268696
-0.756,0.29977996207
-0.744,0.302490159323
-0.732,0.305180909228
-0.72,0.30785126047
-0.708,0.310500262188
-0.696,0.313126964533
-0.684,0.315730419228
-0.672,0.318309680124
-0.66,0.320863803771
-0.648,0.323391849981
-0.636,0.3258928824
-0.624,0.32836596908
-0.612,0.33081018305
-0.6,0.333224602892
-0.588,0.335608313312
-0.576,0.337960405719
-0.564,0.34027997879
-0.552,0.342566139051
-0.54,0.344818001439
-0.528,0.347034689877
-0.516,0.349215337834
-0.504,0.351359088888
-0.492,0.353465097289
-0.48,0.355532528506
-0.468,0.357560559781
-0.456,0.359548380673
-0.444,0.361495193593
-0.432,0.363400214339
-0.42,0.365262672622
-0.408,0.367081812582
-0.396,0.368856893298
-0.384,0.370587189293
-0.372,0.372271991025
-0.36,0.373910605373
-0.348,0.37550235611
-0.336,0.377046584368
-0.324,0.378542649095
-0.312,0.379989927495
-0.3,0.381387815461
-0.288,0.382735727993
-0.276,0.384033099611
-0.264,0.385279384746
-0.252,0.386474058121
-0.24,0.387616615125
-0.228,0.388706572164
-0.216,0.389743467003
-0.204,0.390726859093
