x,rho
-4.541015625,0.34737879316817
-4.521484375,0.3459231320852
-4.501953125,0.34436846187341
-4.482421875,0.3427161741247
-4.462890625,0.34096774311382
-4.443359375,0.33912472360673
-4.423828125,0.33718874855743
-4.404296875,0.33516152669781
-4.384765625,0.33304484002573
-4.365234375,0.33084054119629
-4.345703125,0.32855055082178
-4.326171875,0.32617685468578
-4.306640625,0.32372150087694
-4.287109375,0.32118659684845
-4.267578125,0.31857430640889
-4.248046875,0.31588684665055
-4.228515625,0.31312648482139
-4.208984375,0.31029553514659
-4.189453125,0.30739635560614
-4.169921875,0.30443134467459
-4.150390625,0.30140293802927
-4.130859375,0.29831360523327
-4.111328125,0.29516584639952
-4.091796875,0.29196218884212
-4.072265625,0.28870518372128
-4.052734375,0.28539740268793
-4.033203125,0.28204143453422
-4.013671875,0.27863988185583
-3.994140625,0.27519535773214
-3.974609375,0.27171048242997
