x,y,rho
-15.25,-6.75,9.7725014206117e-10
-15.25,-6.25,9.6909672844805e-09
-15.25,-5.75,8.0553669603377e-08
-15.25,-5.25,5.6125516049419e-07
-15.25,-4.75,3.2778734443525e-06
-15.25,-4.25,1.6046518944236e-05
-15.25,-3.75,6.5845530467486e-05
-15.25,-3.25,0.00022647933700453
-15.25,-2.75,0.00065296166647497
-15.25,-2.25,0.0015779876617878
-15.25,-1.75,0.003196511984205
-15.25,-1.25,0.0054275756739725
-15.25,-0.75,0.0077248891132096
-15.25,-0.25,0.0092158508555744
-15.25,0.25,0.0092158508555743
-15.25,0.75,0.0077248891132095
-15.25,1.25,0.0054275756739725
-15.25,1.75,0.0031965119842049
-15.25,2.25,0.0015779876617878
-15.25,2.75,0.00065296166647496
-15.25,3.25,0.00022647933700453
-15.25,3.75,6.5845530467495e-05
-15.25,4.25,1.6046518944237e-05
-15.25,4.75,3.2778734443543e-06
-15.25,5.25,5.6125516049448e-07
-15.25,5.75,8.0553669603135e-08
-15.25,6.25,9.6909672844279e-09
-15.25,6.75,9.7725014205898e-10
-15.25,7.25,8.2604018527183e-11
-15.25,7.75,5.8526616744946e-12
-15.25,8.25,3.4758617077558e-13
-15.25,8.75,1.7303277918005e-14
-15.25,9.25,7.2202287575777e-16
-15.25,9.75,2.5254043398965e-17
-15.25,10.25,7.4039993732823e-19
-15.25,10.75,1.819521028185e-20
-15.25,11.25,3.7486223007987e-22
-15.25,11.75,6.467296544468e-24
-15.25,12.25,9.3541797328487e-26
-15.25,12.75,1.180558798483e-27
-15.25,13.25,1.0461493097326e-29
-15.25,13.75,3.4471826553727e-30
-15.25,14.25,2.9972429466502e-31
-15.25,14.75,2.7658997163884e-30
-15.25,15.25,5.9698776922454e-31
-15.25,15.75,7.191908522431e-31
-15.25,16.25,6.6447154373855e-31
-15.25,16.75,6.7490464357618e-31
-15.25,17.25,7.9484240889352e-31
-15.25,17.75,1.8678164284901e-31
-15.25,18.25,3.629100124512e-31
-15.25,18.75,3.2492373867511e-32
-15.25,19.25,7.771378139332e-32
-15.25,19.75,7.9980797148096e-32
-15.25,20.25,1.5034740832386e-31
-15.25,20.75,2.904293331852e-32
-15.25,21.25,1.2762700525992e-31
-15.25,21.75,4.2728198817887e-32
-15.25,22.25,2.0975331160146e-31
-15.25,22.75,2.6182056785136e-31
-15.25,23.25,1.3484881982034e-30
-15.25,23.75,1.0960153477176e-30
-14.75,-23.75,9.4266812492831e-31
-14.75,-23.25,4.6320387164223e-31
-14.75,-22.75,2.6487305841078e-31
-14.75,-22.25,4.0120930206454e-32
-14.75,-21.75,1.9436951699004e-31
-14.75,-21.25,2.1225115959374e-31
-14.75,-20.75,1.2396883546952e-31
-14.75,-20.25,4.9037466554252e-31
-14.75,-19.75,9.7065925899675e-32
-14.75,-19.25,2.5737478901513e-31
-14.75,-18.75,3.9004491894398e-31
-14.75,-18.25,1.3710348079925e-30
-14.75,-17.75,1.9566072773184e-30
-14.75,-17.25,1.7584219122777e-30
-14.75,-16.75,4.1869442914748e-30
-14.75,-16.25,4.579059163046e-31
-14.75,-15.75,6.6288112918466e-32
-14.75,-15.25,1.3263521567116e-30
-14.75,-14.75,2.3575558387041e-31
-14.75,-14.25,1.4956134434098e-30
-14.75,-13.75,3.4594040464353e-30
-14.75,-13.25,4.8295575901006e-29
-14.75,-12.75,2.5857791231801e-27
-14.75,-12.25,2.1877889422253e-25
-14.75,-11.75,1.5095951635446e-23
-14.75,-11.25,8.7427641037589e-22
-14.75,-10.75,4.244768964452e-20
-14.75,-10.25,1.7272429510076e-18
-14.75,-9.75,5.8913902368668e-17
-14.75,-9.25,1.6843734934633e-15
-14.75,-8.75,4.0365991677822e-14
-14.75,-8.25,8.1086727044043e-13
-14.75,-7.75,1.3653396489232e-11
-14.75,-7.25,1.9270299007908e-10
-14.75,-6.75,2.2797804388424e-09
-14.75,-6.25,2.2607597239628e-08
-14.75,-5.75,1.8791982923592e-07
-14.75,-5.25,1.3093255037066e-06
-14.75,-4.75,7.6467952535073e-06
-14.75,-4.25,3.7434161792458e-05
-14.75,-3.75,0.00015360791024186
-14.75,-3.25,0.00052834288714667
-14.75,-2.75,0.0015232632547268
-14.75,-2.25,0.003681212458511
-14.75,-1.75,0.007456990967197
-14.75,-1.25,0.012661733472034
-14.75,-0.75,0.018021026878596
-14.75,-0.25,0.021499220692488
-14.75,0.25,0.021499220692488
-14.75,0.75,0.018021026878596
-14.75,1.25,0.012661733472034
-14.75,1.75,0.007456990967197
-14.75,2.25,0.0036812124585109
-14.75,2.75,0.0015232632547267
-14.75,3.25,0.00052834288714666
-14.75,3.75,0.00015360791024187
-14.75,4.25,3.7434161792465e-05
-14.75,4.75,7.6467952535095e-06
-14.75,5.25,1.3093255037068e-06
-14.75,5.75,1.879198292354e-07
-14.75,6.25,2.2607597239439e-08
-14.75,6.75,2.2797804388392e-09
-14.75,7.25,1.9270299009592e-10
-14.75,7.75,1.3653396493292e-11
-14.75,8.25,8.1086727096459e-13
-14.75,8.75,4.0365991748961e-14
-14.75,9.25,1.6843734949176e-15
-14.75,9.75,5.8913895115772e-17
-14.75,10.25,1.7272433989645e-18
-14.75,10.75,4.244811405778e-20
-14.75,11.25,8.7432046700803e-22
-14.75,11.75,1.5099918814594e-23
-14.75,12.25,2.1899478284416e-25
-14.75,12.75,2.5746528556158e-27
-14.75,13.25,4.3279816367325e-29
-14.75,13.75,3.8370328644087e-30
-14.75,14.25,3.9480630182083e-30
-14.75,14.75,1.8798258689331e-30
-14.75,15.25,4.458800829491e-30
-14.75,15.75,1.0558978902603e-31
-14.75,16.25,2.8593822152675e-32
-14.75,16.75,2.5375765403321e-30
-14.75,17.25,6.8755739806843e-31
-14.75,17.75,1.3967205451806e-30
-14.75,18.25,7.2667086217082e-31
-14.75,18.75,5.2296427947729e-31
-14.75,19.25,4.3979544010404e-32
-14.75,19.75,4.9243986320105e-32
-14.75,20.25,5.8252820426096e-31
-14.75,20.75,1.1840129889293e-31
-14.75,21.25,1.0539250364182e-32
-14.75,21.75,6.3378339898723e-32
-14.75,22.25,7.8039421107438e-32
-14.75,22.75,7.9402476575394e-31
-14.75,23.25,2.8940625122754e-30
-14.75,23.75,1.9395329662175e-30
-14.25,-23.75,1.105832243484e-30
-14.25,-23.25,7.4992591617422e-31
-14.25,-22.75,5.6018507119535e-31
-14.25,-22.25,9.4447003827507e-32
-14.25,-21.75,3.6570978212123e-31
-14.25,-21.25,2.9255102695821e-31
-14.25,-20.75,4.8435705006668e-31
-14.25,-20.25,3.626341326267e-31
-14.25,-19.75,8.1406861268285e-31
-14.25,-19.25,2.5707287193344e-31
-14.25,-18.75,1.7140544344922e-30
-14.25,-18.25,1.740186416959e-30
-14.25,-17.75,4.1282229044872e-30
-14.25,-17.25,5.7430649323824e-30
-14.25,-16.75,4.4543297196282e-30
-14.25,-16.25,3.7843466700992e-30
-14.25,-15.75,5.9020127063998e-31
-14.25,-15.25,5.3168719536846e-31
-14.25,-14.75,1.039593934574e-30
-14.25,-14.25,4.8403641651004e-30
-14.25,-13.75,4.5551233893064e-30
-14.25,-13.25,8.6261994567768e-29
-14.25,-12.75,5.3346963593805e-27
-14.25,-12.25,4.2465811348564e-25
-14.25,-11.75,2.9522743710447e-23
-14.25,-11.25,1.709780279951e-21
-14.25,-10.75,8.3001431570875e-20
-14.25,-10.25,3.377533753367e-18
-14.25,-9.75,1.1520247365352e-16
-14.25,-9.25,3.293687745458e-15
-14.25,-8.75,7.8933208700628e-14
-14.25,-8.25,1.5856008086929e-12
-14.25,-7.75,2.6698373292322e-11
-14.25,-7.25,3.7681879052302e-10
-14.25,-6.75,4.4579697755117e-09
-14.25,-6.25,4.4207759518757e-08
-14.25,-5.75,3.6746561461801e-07
-14.25,-5.25,2.5603051192854e-06
-14.25,-4.75,1.4952835628764e-05
-14.25,-4.25,7.3200190356017e-05
-14.25,-3.75,0.00030037077709608
-14.25,-3.25,0.0010331418697577
-14.25,-2.75,0.0029786471730929
-14.25,-2.25,0.0071983835026532
-14.25,-1.75,0.014581685073091
-14.25,-1.25,0.024759237442911
-14.25,-0.75,0.035239004548414
-14.25,-0.25,0.042040397639072
-14.25,0.25,0.042040397639072
-14.25,0.75,0.035239004548414
-14.25,1.25,0.024759237442911
-14.25,1.75,0.01458168507309
-14.25,2.25,0.0071983835026532
-14.25,2.75,0.0029786471730929
-14.25,3.25,0.0010331418697576
-14.25,3.75,0.00030037077709609
-14.25,4.25,7.3200190356032e-05
-14.25,4.75,1.4952835628771e-05
-14.25,5.25,2.5603051192861e-06
-14.25,5.75,3.6746561461704e-07
-14.25,6.25,4.4207759518359e-08
-14.25,6.75,4.4579697754944e-09
-14.25,7.25,3.7681879056633e-10
-14.25,7.75,2.6698373299509e-11
-14.25,8.25,1.5856008101594e-12
-14.25,8.75,7.8933208953905e-14
-14.25,9.25,3.293687770425e-15
-14.25,9.75,1.1520245913004e-16
-14.25,10.25,3.3775337835981e-18
-14.25,10.75,8.3001979239713e-20
-14.25,11.25,1.7098382250172e-21
-14.25,11.75,2.9534432326263e-23
-14.25,12.25,4.2499109567542e-25
-14.25,12.75,5.3129643968598e-27
-14.25,13.25,7.745085298225e-29
-14.25,13.75,4.5800965530323e-30
-14.25,14.25,5.9445217144315e-30
-14.25,14.75,8.3949580078196e-30
-14.25,15.25,5.2076366223057e-30
-14.25,15.75,2.3567564289037e-30
-14.25,16.25,1.817249627149e-30
-14.25,16.75,3.1884800166365e-30
-14.25,17.25,3.2188576843665e-30
-14.25,17.75,2.3838175392221e-30
-14.25,18.25,1.3869323408321e-30
-14.25,18.75,1.6258643420813e-30
-14.25,19.25,1.8105198112462e-31
-14.25,19.75,5.7410192723294e-31
-14.25,20.25,4.0612050264526e-31
-14.25,20.75,2.4764786326708e-31
-14.25,21.25,2.836358366437e-31
-14.25,21.75,1.2575057693655e-32
-14.25,22.25,7.3104878303006e-32
-14.25,22.75,1.698252859682e-30
-14.25,23.25,4.8273601061682e-30
-14.25,23.75,2.345973236946e-30
-13.75,-23.75,1.9107013753138e-30
-13.75,-23.25,1.1587602848124e-30
-13.75,-22.75,1.3387712006812e-30
-13.75,-22.25,6.859561464504e-32
-13.75,-21.75,4.6620221358917e-31
-13.75,-21.25,2.5106437210278e-31
-13.75,-20.75,9.8051491557474e-31
-13.75,-20.25,9.5296224020585e-31
-13.75,-19.75,4.6375794556806e-31
-13.75,-19.25,1.5836374624594e-30
-13.75,-18.75,1.3582528683095e-30
-13.75,-18.25,5.4375940743838e-30
-13.75,-17.75,4.2416909880311e-30
-13.75,-17.25,9.8974447603203e-30
-13.75,-16.75,8.7891642327611e-30
-13.75,-16.25,2.0454604219366e-30
-13.75,-15.75,7.5464587677571e-31
-13.75,-15.25,2.3709895106642e-30
-13.75,-14.75,3.4176540581176e-30
-13.75,-14.25,8.6874707086635e-31
-13.75,-13.75,1.7535889064721e-29
-13.75,-13.25,1.113289276472e-28
-13.75,-12.75,8.6119367508437e-27
-13.75,-12.25,7.011681480718e-25
-13.75,-11.75,4.835172683587e-23
-13.75,-11.25,2.8025455821504e-21
-13.75,-10.75,1.3604843682343e-19
-13.75,-10.25,5.5360278136412e-18
-13.75,-9.75,1.8882658652467e-16
-13.75,-9.25,5.3986268127158e-15
-13.75,-8.75,1.2937806668645e-13
-13.75,-8.25,2.5989311922071e-12
-13.75,-7.75,4.3760846212786e-11
-13.75,-7.25,6.1763722896659e-10
-13.75,-6.75,7.3069819357872e-09
-13.75,-6.25,7.2460181691593e-08
-13.75,-5.75,6.0230659764356e-07
-13.75,-5.25,4.1965522857019e-06
-13.75,-4.75,2.4508936864751e-05
-13.75,-4.25,0.00011998117873983
-13.75,-3.75,0.00049233259806505
-13.75,-3.25,0.0016934051500415
-13.75,-2.75,0.0048822495832496
-13.75,-2.25,0.01179874715399
-13.75,-1.75,0.023900590346852
-13.75,-1.25,0.040582442178812
-13.75,-0.75,0.057759649000347
-13.75,-0.25,0.06890769598176
-13.75,0.25,0.06890769598176
-13.75,0.75,0.057759649000346
-13.75,1.25,0.040582442178811
-13.75,1.75,0.023900590346851
-13.75,2.25,0.01179874715399
-13.75,2.75,0.0048822495832496
-13.75,3.25,0.0016934051500415
-13.75,3.75,0.00049233259806507
-13.75,4.25,0.00011998117873985
-13.75,4.75,2.4508936864763e-05
-13.75,5.25,4.196552285703e-06
-13.75,5.75,6.0230659764144e-07
-13.75,6.25,7.2460181691071e-08
-13.75,6.75,7.306981935759e-09
-13.75,7.25,6.1763722904567e-10
-13.75,7.75,4.3760846228946e-11
-13.75,8.25,2.5989311941317e-12
-13.75,8.75,1.2937806729134e-13
-13.75,9.25,5.3986268238756e-15
-13.75,9.75,1.8882656779732e-16
-13.75,10.25,5.5360274286955e-18
-13.75,10.75,1.3604936094942e-19
-13.75,11.25,2.8026516646647e-21
-13.75,11.75,4.8367941141971e-23
-13.75,12.25,7.0183010679576e-25
-13.75,12.75,8.5674179959049e-27
-13.75,13.25,9.7448835388252e-29
-13.75,13.75,1.8871713294539e-29
-13.75,14.25,5.1869838130032e-30
-13.75,14.75,1.3752465043037e-29
-13.75,15.25,8.5718801239986e-30
-13.75,15.75,2.3880936468712e-30
-13.75,16.25,1.7289491968618e-30
-13.75,16.75,5.851209620069e-30
-13.75,17.25,5.1901763963946e-30
-13.75,17.75,2.4674304521115e-30
-13.75,18.25,2.4745140361249e-30
-13.75,18.75,8.7427621328092e-31
-13.75,19.25,3.5763043917629e-31
-13.75,19.75,1.1961670079151e-31
-13.75,20.25,9.904478650314e-31
-13.75,20.75,1.4966527630967e-31
-13.75,21.25,1.637198300992e-31
-13.75,21.75,2.5887759956842e-31
-13.75,22.25,3.8073176969203e-31
-13.75,22.75,1.2633156041958e-30
-13.75,23.25,7.6357057192816e-30
-13.75,23.75,3.808077830805e-30
-13.25,-23.75,3.7171930639166e-30
-13.25,-23.25,2.531028431477e-30
-13.25,-22.75,1.0253705193004e-30
-13.25,-22.25,2.9769926982927e-32
-13.25,-21.75,4.4658181608996e-31
-13.25,-21.25,5.8661584070913e-31
-13.25,-20.75,7.0558341986726e-31
-13.25,-20.25,1.4456048355356e-30
-13.25,-19.75,1.4138658567256e-30
-13.25,-19.25,9.1406953488291e-31
-13.25,-18.75,3.4601778226318e-30
-13.25,-18.25,3.3486498708214e-30
-13.25,-17.75,1.1435061991071e-29
-13.25,-17.25,8.5257888681492e-30
-13.25,-16.75,1.6391295170325e-29
-13.25,-16.25,4.0401615442666e-30
-13.25,-15.75,8.8509394512802e-32
-13.25,-15.25,5.0729829446512e-30
-13.25,-14.75,1.0435547248298e-31
-13.25,-14.25,1.0112656395608e-29
-13.25,-13.75,7.06590489723e-30
-13.25,-13.25,2.2878742506514e-28
-13.25,-12.75,1.1545652808317e-26
-13.25,-12.25,9.6004199305736e-25
-13.25,-11.75,6.6498926289967e-23
-13.25,-11.25,3.849936929083e-21
-13.25,-10.75,1.8691865913974e-19
-13.25,-10.25,7.6060198884514e-18
-13.25,-9.75,2.5943009524203e-16
-13.25,-9.25,7.4172197065252e-15
-13.25,-8.75,1.777535878847e-13
-13.25,-8.25,3.5706929652482e-12
-13.25,-7.75,6.0123387868485e-11
-13.25,-7.25,8.4857687873343e-10
-13.25,-6.75,1.0039122737952e-08
-13.25,-6.25,9.9553641104782e-08
-13.25,-5.75,8.2751400040378e-07
-13.25,-5.25,5.765677788072e-06
-13.25,-4.75,3.3673030444892e-05
-13.25,-4.25,0.00016484313073811
-13.25,-3.75,0.00067641981590543
-13.25,-3.25,0.0023265832984049
-13.25,-2.75,0.0067077629581626
-13.25,-2.25,0.016210395999344
-13.25,-1.75,0.032837218145841
-13.25,-1.25,0.055756551936035
-13.25,-0.75,0.079356458055135
-13.25,-0.25,0.094672851686877
-13.25,0.25,0.094672851686877
-13.25,0.75,0.079356458055134
-13.25,1.25,0.055756551936035
-13.25,1.75,0.032837218145841
-13.25,2.25,0.016210395999344
-13.25,2.75,0.0067077629581625
-13.25,3.25,0.0023265832984049
-13.25,3.75,0.00067641981590545
-13.25,4.25,0.00016484313073813
-13.25,4.75,3.3673030444905e-05
-13.25,5.25,5.7656777880747e-06
-13.25,5.75,8.275140004014e-07
-13.25,6.25,9.955364110396e-08
-13.25,6.75,1.0039122737903e-08
-13.25,7.25,8.4857687882729e-10
-13.25,7.75,6.0123387891425e-11
-13.25,8.25,3.5706929682784e-12
-13.25,8.75,1.7775358852924e-13
-13.25,9.25,7.4172197750413e-15
-13.25,9.75,2.5943006965834e-16
-13.25,10.25,7.6060195417327e-18
-13.25,10.75,1.8691986828404e-19
-13.25,11.25,3.8501163907928e-21
-13.25,11.75,6.6525250482826e-23
-13.25,12.25,9.6095525570031e-25
-13.25,12.75,1.1468851447849e-26
-13.25,13.25,1.9497335237699e-28
-13.25,13.75,6.644382544218e-30
-13.25,14.25,1.8110047998555e-29
-13.25,14.75,9.4213515942161e-30
-13.25,15.25,1.7694287781223e-29
-13.25,15.75,2.1110875183104e-30
-13.25,16.25,1.2548652674785e-30
-13.25,16.75,1.0278163467801e-29
-13.25,17.25,3.0852960460653e-30
-13.25,17.75,6.6051992975057e-30
-13.25,18.25,1.4221938010897e-30
-13.25,18.75,2.6862510708904e-30
-13.25,19.25,1.0342628600951e-32
-13.25,19.75,4.5676699255661e-31
-13.25,20.25,1.1143295044272e-30
-13.25,20.75,4.5769212599449e-31
-13.25,21.25,3.4774299516168e-31
-13.25,21.75,5.4221074241775e-31
-13.25,22.25,1.0664071796895e-31
-13.25,22.75,2.2154423862724e-30
-13.25,23.25,9.5595346255132e-30
-13.25,23.75,6.5535138283094e-30
-12.75,-23.75,2.4899522780894e-30
-12.75,-23.25,1.9388300739417e-30
-12.75,-22.75,1.9277591821979e-30
-12.75,-22.25,2.3656661628092e-31
-12.75,-21.75,6.8468658767507e-31
-12.75,-21.25,6.4882901414946e-31
-12.75,-20.75,1.7850550202606e-30
-12.75,-20.25,3.8245405026929e-31
-12.75,-19.75,1.4616122379904e-30
-12.75,-19.25,1.7204557389318e-30
-12.75,-18.75,3.5321259642895e-30
-12.75,-18.25,6.5066292717896e-30
-12.75,-17.75,7.9860016923134e-30
-12.75,-17.25,2.1095298663146e-29
-12.75,-16.75,1.0083783433749e-29
-12.75,-16.25,7.5920583529853e-30
-12.75,-15.75,2.331623768695e-30
-12.75,-15.25,4.8361620293785e-31
-12.75,-14.75,6.1383600641798e-30
-12.75,-14.25,6.0636858602073e-30
-12.75,-13.75,2.1079064505087e-29
-12.75,-13.25,1.8848083586845e-28
-12.75,-12.75,1.4056623405452e-26
-12.75,-12.25,1.1032740710714e-24
-12.75,-11.75,7.6532290767582e-23
-12.75,-11.25,4.4345367216715e-21
-12.75,-10.75,2.152568002592e-19
-12.75,-10.25,8.7593576065016e-18
-12.75,-9.75,2.9876879940647e-16
-12.75,-9.25,8.5419210944764e-15
-12.75,-8.75,2.0470712397831e-13
-12.75,-8.25,4.1121320301027e-12
-12.75,-7.75,6.9240148478139e-11
-12.75,-7.25,9.772501436192e-10
-12.75,-6.75,1.1561396892263e-08
-12.75,-6.25,1.1464937617687e-07
-12.75,-5.75,9.5299340992408e-07
-12.75,-5.25,6.6399516267912e-06
-12.75,-4.75,3.877901290541e-05
-12.75,-4.25,0.00018983898419774
-12.75,-3.75,0.00077898818197793
-12.75,-3.25,0.0026793728557888
-12.75,-2.75,0.0077248891137344
-12.75,-2.25,0.018668446151767
-12.75,-1.75,0.03781646288897
-12.75,-1.25,0.064211151119252
-12.75,-0.75,0.091389609676173
-12.75,-0.25,0.10902849218509
-12.75,0.25,0.10902849218509
-12.75,0.75,0.091389609676172
-12.75,1.25,0.064211151119252
-12.75,1.75,0.03781646288897
-12.75,2.25,0.018668446151767
-12.75,2.75,0.0077248891137343
-12.75,3.25,0.0026793728557887
-12.75,3.75,0.00077898818197798
-12.75,4.25,0.00018983898419778
-12.75,4.75,3.8779012905428e-05
-12.75,5.25,6.6399516267943e-06
-12.75,5.75,9.529934099217e-07
-12.75,6.25,1.1464937617595e-07
-12.75,6.75,1.1561396892206e-08
-12.75,7.25,9.7725014371719e-10
-12.75,7.75,6.9240148499448e-11
-12.75,8.25,4.1121320327286e-12
-12.75,8.75,2.0470712487615e-13
-12.75,9.25,8.5419211328452e-15
-12.75,9.75,2.9876876489621e-16
-12.75,10.25,8.7593574852082e-18
-12.75,10.75,2.1525805366142e-19
-12.75,11.25,4.4347287035519e-21
-12.75,11.75,7.6557375350929e-23
-12.75,12.25,1.1042329260821e-24
-12.75,12.75,1.3896060475933e-26
-12.75,13.25,1.540056892578e-28
-12.75,13.75,2.2776603002355e-29
-12.75,14.25,6.4231413744437e-30
-12.75,14.75,3.1107291035911e-29
-12.75,15.25,7.8344790165817e-30
-12.75,15.75,7.2512886101089e-30
-12.75,16.25,5.1910756177891e-30
-12.75,16.75,4.996721501867e-30
-12.75,17.25,1.0261279745211e-29
-12.75,17.75,3.8081632613542e-30
-12.75,18.25,4.62153254341e-30
-12.75,18.75,2.3231196956098e-30
-12.75,19.25,1.1225525219086e-30
-12.75,19.75,7.358320187115e-31
-12.75,20.25,9.3792438213969e-31
-12.75,20.75,2.7692372868452e-31
-12.75,21.25,8.4151754563875e-31
-12.75,21.75,4.0998322156767e-31
-12.75,22.25,8.6313638832307e-32
-12.75,22.75,3.0202521044091e-30
-12.75,23.25,1.0499331694735e-29
-12.75,23.75,7.0152134999978e-30
-12.25,-23.75,3.1144451909133e-30
-12.25,-23.25,2.5686719594175e-30
-12.25,-22.75,1.8365713150703e-30
-12.25,-22.25,5.5329188010007e-32
-12.25,-21.75,1.0638907874659e-30
-12.25,-21.25,4.9142707379893e-31
-12.25,-20.75,9.552244440301e-31
-12.25,-20.25,1.5956179739785e-30
-12.25,-19.75,5.2725029560686e-31
-12.25,-19.25,2.4306987936689e-30
-12.25,-18.75,2.3709621573745e-30
-12.25,-18.25,8.2900004934908e-30
-12.25,-17.75,8.1872804468033e-30
-12.25,-17.25,1.2062045820312e-29
-12.25,-16.75,1.8691744718875e-29
-12.25,-16.25,7.9610885549831e-31
-12.25,-15.75,7.7944335321393e-31
-12.25,-15.25,7.9830355828325e-30
-12.25,-14.75,3.7673676570498e-30
-12.25,-14.25,4.4087783843734e-30
-12.25,-13.75,2.5022495902701e-29
-12.25,-13.25,2.123876657106e-28
-12.25,-12.75,1.2625884356308e-26
-12.25,-12.25,1.0740115102536e-24
-12.25,-11.75,7.3866438255582e-23
-12.25,-11.25,4.2801139945045e-21
-12.25,-10.75,2.0779962359129e-19
-12.25,-10.25,8.4555364395404e-18
-12.25,-9.75,2.8840758818095e-16
-12.25,-9.25,8.2456902519296e-15
-12.25,-8.75,1.9760788651543e-13
-12.25,-8.25,3.9695239543319e-12
-12.25,-7.75,6.6838908807135e-11
-12.25,-7.25,9.4335923502816e-10
-12.25,-6.75,1.1160449179908e-08
-12.25,-6.25,1.1067335067366e-07
-12.25,-5.75,9.1994372311268e-07
-12.25,-5.25,6.4096789733427e-06
-12.25,-4.75,3.7434161796533e-05
-12.25,-4.25,0.0001832553930203
-12.25,-3.75,0.00075197297365802
-12.25,-3.25,0.0025864525551771
-12.25,-2.75,0.0074569909682169
-12.25,-2.25,0.018021026877903
-12.25,-1.75,0.036504992896079
-12.25,-1.25,0.061984316793688
-12.25,-0.75,0.088220229987178
-12.25,-0.25,0.1052473983268
-12.25,0.25,0.1052473983268
-12.25,0.75,0.088220229987177
-12.25,1.25,0.061984316793688
-12.25,1.75,0.036504992896078
-12.25,2.25,0.018021026877903
-12.25,2.75,0.0074569909682168
-12.25,3.25,0.002586452555177
-12.25,3.75,0.00075197297365805
-12.25,4.25,0.00018325539302032
-12.25,4.75,3.7434161796548e-05
-12.25,5.25,6.4096789733442e-06
-12.25,5.75,9.1994372310982e-07
-12.25,6.25,1.1067335067269e-07
-12.25,6.75,1.1160449179846e-08
-12.25,7.25,9.4335923512288e-10
-12.25,7.75,6.6838908827225e-11
-12.25,8.25,3.9695239574407e-12
-12.25,8.75,1.9760788745518e-13
-12.25,9.25,8.245690300073e-15
-12.25,9.75,2.8840756038453e-16
-12.25,10.25,8.4555356652603e-18
-12.25,10.75,2.0780117804646e-19
-12.25,11.25,4.2802806756944e-21
-12.25,11.75,7.3890844334015e-23
-12.25,12.25,1.0747318079769e-24
-12.25,12.75,1.2478543474543e-26
-12.25,13.25,1.7889703835032e-28
-12.25,13.75,2.4825095224098e-29
-12.25,14.25,1.5509715634444e-29
-12.25,14.75,1.2216842624657e-29
-12.25,15.25,2.2027580833107e-29
-12.25,15.75,6.0037701113692e-31
-12.25,16.25,6.9707635318632e-31
-12.25,16.75,1.4015912245114e-29
-12.25,17.25,5.2531585887883e-30
-12.25,17.75,6.2154229536394e-30
-12.25,18.25,3.4686927933591e-30
-12.25,18.75,2.27529116856e-30
-12.25,19.25,4.0044485511972e-31
-12.25,19.75,3.8799754810823e-32
-12.25,20.25,2.3813008931651e-30
-12.25,20.75,2.5266774994576e-31
-12.25,21.25,1.4729661164465e-31
-12.25,21.75,8.8694199207483e-31
-12.25,22.25,4.9180585940408e-32
-12.25,22.75,3.0317354001809e-30
-12.25,23.25,9.8450466609301e-30
-12.25,23.75,6.5216449222364e-30
-11.75,-23.75,1.9403643847175e-30
-11.75,-23.25,1.6221768283218e-30
-11.75,-22.75,1.1124663228844e-30
-11.75,-22.25,4.5707020967316e-31
-11.75,-21.75,6.4155507885918e-31
-11.75,-21.25,1.0430765693599e-30
-11.75,-20.75,6.8547760386172e-31
-11.75,-20.25,7.1004254869915e-31
-11.75,-19.75,2.1214541393246e-30
-11.75,-19.25,2.5137767445898e-31
-11.75,-18.75,5.1938768343635e-30
-11.75,-18.25,2.0282112982727e-30
-11.75,-17.75,1.145609211862e-29
-11.75,-17.25,1.0251867728454e-29
-11.75,-16.75,1.1650521666684e-29
-11.75,-16.25,7.0333018361757e-30
-11.75,-15.75,2.3258986209516e-30
-11.75,-15.25,4.0666066582607e-30
-11.75,-14.75,2.9545754112996e-30
-11.75,-14.25,1.6471562749173e-29
-11.75,-13.75,2.0668869334598e-30
-11.75,-13.25,2.2933707043191e-28
-11.75,-12.75,1.0786930628422e-26
-11.75,-12.25,8.5737639176967e-25
-11.75,-11.75,5.985525874817e-23
-11.75,-11.25,3.4632200407706e-21
-11.75,-10.75,1.6813453434969e-19
-11.75,-10.25,6.841854235551e-18
-11.75,-9.75,2.333641398179e-16
-11.75,-9.25,6.6719876060858e-15
-11.75,-8.75,1.59894118312e-13
-11.75,-8.25,3.2119338096809e-12
-11.75,-7.75,5.4082597012656e-11
-11.75,-7.25,7.6331761363784e-10
-11.75,-6.75,9.0304595917695e-09
-11.75,-6.25,8.9551164787213e-08
-11.75,-5.75,7.4437099141504e-07
-11.75,-5.25,5.186381487838e-06
-11.75,-4.75,3.0289792144217e-05
-11.75,-4.25,0.00014828080809872
-11.75,-3.75,0.00060845772867137
-11.75,-3.25,0.002092823947676
-11.75,-2.75,0.0060338123134031
-11.75,-2.25,0.014581685070689
-11.75,-1.75,0.029537956606447
-11.75,-1.25,0.050154510782393
-11.75,-0.75,0.071383257977128
-11.75,-0.25,0.085160763997853
-11.75,0.25,0.085160763997852
-11.75,0.75,0.071383257977127
-11.75,1.25,0.050154510782393
-11.75,1.75,0.029537956606447
-11.75,2.25,0.014581685070689
-11.75,2.75,0.006033812313403
-11.75,3.25,0.002092823947676
-11.75,3.75,0.00060845772867139
-11.75,4.25,0.00014828080809874
-11.75,4.75,3.028979214423e-05
-11.75,5.25,5.1863814878392e-06
-11.75,5.75,7.4437099141271e-07
-11.75,6.25,8.9551164786469e-08
-11.75,6.75,9.0304595917198e-09
-11.75,7.25,7.6331761371561e-10
-11.75,7.75,5.408259702803e-11
