x,V,rho
-18.12207031,0,0.021884964497177
-18.10839844,0,0.022306474632362
-18.09472656,0,0.022734404142056
-18.08105469,0,0.023168811636412
-18.06738281,0,0.023609755442101
-18.05371094,0,0.024057293293507
-18.04003906,0,0.024511482813041
-18.02636719,0,0.024972380900455
-18.01269531,0,0.025440044307374
-17.99902344,0,0.025914529100747
-17.98535156,0,0.026395890920101
-17.97167969,0,0.026884185045115
-17.95800781,0,0.027379465855893
-17.94433594,0,0.027881787537246
-17.93066406,0,0.028391203283232
-17.91699219,0,0.028907766144727
-17.90332031,0,0.029431528102411
-17.88964844,0,0.029962540682712
-17.87597656,0,0.030500854521033
-17.86230469,0,0.031046519781283
-17.84863281,0,0.031599585517353
-17.83496094,0,0.032160100202198
-17.82128906,0,0.0327281115945
-17.80761719,0,0.033303666361775
-17.79394531,0,0.033886810314919
-17.78027344,0,0.034477588622268
-17.76660156,0,0.035076045111761
-17.75292969,0,0.035682222978861
-17.73925781,0,0.036296164304248
-17.72558594,0,0.036917909954653
-17.71191406,0,0.037547500010815
-17.69824219,0,0.038184973396417
-17.68457031,0,0.038830367780429
-17.67089844,0,0.039483719873922
-17.65722656,0,0.040145064967603
-17.64355469,0,0.040814437354497
-17.62988281,0,0.04149187003891
-17.61621094,0,0.042177394772098
-17.60253906,0,0.042871041846278
-17.58886719,0,0.043572840187369
-17.57519531,0,0.044282817776878
-17.56152344,0,0.04500100074824
-17.54785156,0,0.045727414017903
-17.53417969,0,0.04646208086741
-17.52050781,0,0.047205023634226
-17.50683594,0,0.047956262208057
-17.49316406,0,0.048715815733563
-17.47949219,0,0.049483701491094
-17.46582031,0,0.050259935014959
-17.45214844,0,0.051044530525886
-17.43847656,0,0.051837500141922
-17.42480469,0,0.052638854789443
-17.41113281,0,0.053448603135547
-17.39746094,0,0.054266752581931
-17.38378906,0,0.055093308469769
-17.37011719,0,0.055928274206255
-17.35644531,0,0.056771651730483
-17.34277344,0,0.057623440785455
-17.32910156,0,0.058483639280332
-17.31542969,0,0.059352243261584
-17.30175781,0,0.060229246895166
-17.28808594,0,0.061114642096371
-17.27441406,0,0.062008419022368
-17.26074219,0,0.062910565685775
-17.24707031,0,0.063821068168191
-17.23339844,0,0.064739910121433
-17.21972656,0,0.065667073376638
-17.20605469,0,0.066602537494674
-17.19238281,0,0.067546280186682
-17.17871094,0,0.068498276392691
-17.16503906,0,0.069458499381147
-17.15136719,0,0.070426919777894
-17.13769531,0,0.071403506287877
-17.12402344,0,0.072388225073611
-17.11035156,0,0.073381040369671
-17.09667969,0,0.074381913375235
-17.08300781,0,0.075390803636655
-17.06933594,0,0.076407668254231
-17.05566406,0,0.077432461496633
-17.04199219,0,0.078465135617648
-17.02832031,0,0.079505640437576
-17.01464844,0,0.080553923177087
-17.00097656,0,0.081609928829252
-16.98730469,0,0.082673599602377
-16.97363281,0,0.083744875406286
-16.95996094,0,0.084823693678621
-16.94628906,0,0.085909989615457
-16.93261719,0,0.087003694855941
-16.91894531,0,0.088104739987314
-16.90527344,0,0.089213052001441
-16.89160156,0,0.090328555532115
-16.87792969,0,0.091451172895628
-16.86425781,0,0.092580823643251
-16.85058594,0,0.093717424769135
-16.83691406,0,0.094860890691807
-16.82324219,0,0.096011133167347
-16.80957031,0,0.097168061683465
-16.79589844,0,0.098331582515792
-16.78222656,0,0.099501599720167
-16.76855469,0,0.10067801505415
-16.75488281,0,0.10186072687827
-16.74121094,0,0.10304963163492
-16.72753906,0,0.10424462280597
-16.71386719,0,0.10544559122661
-16.70019531,0,0.10665242525427
-16.68652344,0,0.10786501096393
-16.67285156,0,0.10908323111182
-16.65917969,0,0.11030696635289
-16.64550781,0,0.11153609455639
-16.63183594,0,0.11277049138809
-16.61816406,0,0.11401002943921
-16.60449219,0,0.11525457889052
-16.59082031,0,0.11650400751358
-16.57714844,0,0.11775818054906
-16.56347656,0,0.1190169603986
-16.54980469,0,0.12028020761312
-16.53613281,0,0.12154777915776
-16.52246094,0,0.12281953066115
-16.50878906,0,0.12409531473646
-16.49511719,0,0.12537498146539
-16.48144531,0,0.1266583788897
-16.46777344,0,0.12794535186341
-16.45410156,0,0.12923574423756
-16.44042969,0,0.13052939595906
-16.42675781,0,0.13182614562539
-16.41308594,0,0.13312582917675
-16.39941406,0,0.13442828064245
-16.38574219,0,0.13573333114428
-16.37207031,0,0.13704080988837
-16.35839844,0,0.13835054419721
-16.34472656,0,0.13966235878834
-16.33105469,0,0.1409760764127
-16.31738281,0,0.14229151785016
-16.30371094,0,0.14360850142547
-16.29003906,0,0.14492684385439
-16.27636719,0,0.14624635971572
-16.26269531,0,0.14756686113839
-16.24902344,0,0.14888815967116
-16.23535156,0,0.15021006342226
-16.22167969,0,0.15153237918021
-16.20800781,0,0.15285491260731
-16.19433594,0,0.15417746700628
-16.18066406,0,0.15549984362554
-16.16699219,0,0.15682184291214
-16.15332031,0,0.15814326297787
-16.13964844,0,0.15946390064008
-16.12597656,0,0.16078355138639
-16.11230469,0,0.16210200895193
-16.09863281,0,0.16341906535186
-16.08496094,0,0.16473451185079
-16.07128906,0,0.16604813821987
-16.05761719,0,0.16735973261363
-16.04394531,0,0.16866908255152
-16.03027344,0,0.16997597322473
-16.01660156,0,0.17128019038381
-16.00292969,0,0.17258151740694
-15.98925781,0,0.17387973701723
-15.97558594,0,0.17517463157213
-15.96191406,0,0.17646598152576
-15.94824219,0,0.17775356744423
-15.93457031,0,0.17903716853249
-15.92089844,0,0.18031656333355
-15.90722656,0,0.18159153015105
-15.89355469,0,0.18286184653247
-15.87988281,0,0.18412728927845
-15.86621094,0,0.18538763471051
-15.85253906,0,0.18664265909443
-15.83886719,0,0.18789213833822
-15.82519531,0,0.18913584800885
-15.81152344,0,0.19037356288138
-15.79785156,0,0.19160505892112
-15.78417969,0,0.19283011065071
-15.77050781,0,0.19404849349114
-15.75683594,0,0.19525998234482
-15.74316406,0,0.19646435309486
-15.72949219,0,0.19766138060953
-15.71582031,0,0.1988508412193
-15.70214844,0,0.20003251069983
-15.68847656,0,0.20120616634262
-15.67480469,0,0.20237158443637
-15.66113281,0,0.20352854267449
-15.64746094,0,0.20467681956223
-15.63378906,0,0.20581619387828
-15.62011719,0,0.20694644566628
-15.60644531,0,0.20806735488101
-15.59277344,0,0.20917870320192
-15.57910156,0,0.21028027322011
-15.56542969,0,0.21137184790031
-15.55175781,0,0.21245321230167
-15.53808594,0,0.21352415198728
-15.52441406,0,0.21458445392862
-15.51074219,0,0.215633906233
-15.49707031,0,0.2166722988676
-15.48339844,0,0.21769942309039
-15.46972656,0,0.21871507099758
-15.45605469,0,0.21971903804739
-15.44238281,0,0.22071111935562
-15.42871094,0,0.22169111261969
-15.41503906,0,0.22265881786751
-15.40136719,0,0.22361403626727
-15.38769531,0,0.22455657095468
-15.37402344,0,0.22548622787742
-15.36035156,0,0.22640281381818
-15.34667969,0,0.22730613876771
-15.33300781,0,0.22819601490428
-15.31933594,0,0.22907225561739
-15.30566406,0,0.22993467774187
-15.29199219,0,0.23078309983018
-15.27832031,0,0.2316173436056
-15.26464844,0,0.23243723263034
-15.25097656,0,0.23324259342237
-15.23730469,0,0.2340332550375
-15.22363281,0,0.23480904921694
-15.20996094,0,0.23556981057535
-15.19628906,0,0.23631537656613
-15.18261719,0,0.23704558791481
-15.16894531,0,0.23776028729357
-15.15527344,0,0.2384593208701
-15.14160156,0,0.23914253831184
-15.12792969,0,0.23980979198026
-15.11425781,0,0.24046093747022
-15.10058594,0,0.24109583352217
-15.08691406,0,0.24171434220406
-15.07324219,0,0.24231632950013
-15.05957031,0,0.24290166295755
-15.04589844,0,0.24347021597912
-15.03222656,0,0.24402186343599
-15.01855469,0,0.24455648505126
-15.00488281,0,0.24507396301166
-14.99121094,0,0.24557418380146
-14.97753906,0,0.24605703755686
-14.96386719,0,0.24652241779473
-14.95019531,0,0.24697022178862
-14.93652344,0,0.24740035055919
-14.92285156,0,0.24781270914699
-14.90917969,0,0.2482072062848
-14.89550781,0,0.24858375439004
-14.88183594,0,0.24894227000434
-14.86816406,0,0.24928267318033
-14.85449219,0,0.24960488858157
-14.84082031,0,0.2499088444602
-14.82714844,0,0.25019447358644
-14.81347656,0,0.25046171128831
-14.79980469,0,0.25071049879918
-14.78613281,0,0.25094078020172
-14.77246094,0,0.2511525040094
-14.75878906,0,0.25134562308398
-14.74511719,0,0.25152009459903
-14.73144531,0,0.25167587862628
-14.71777344,0,0.25181294111816
-14.70410156,0,0.25193125108427
-14.69042969,0,0.2520307819286
-14.67675781,0,0.25211151156489
-14.66308594,0,0.25217342188264
-14.64941406,0,0.25221649886835
-14.63574219,0,0.25224073260567
-14.62207031,0,0.25224611857463
-14.60839844,0,0.25223265447721
-14.59472656,0,0.25220034383603
-14.58105469,0,0.2521491942407
-14.56738281,0,0.25207921664883
-14.55371094,0,0.25199042694936
-14.54003906,0,0.251882844764
-14.52636719,0,0.2517564946952
-14.51269531,0,0.25161140477917
-14.49902344,0,0.25144760695118
-14.48535156,0,0.25126513871903
-14.47167969,0,0.2510640405903
-14.45800781,0,0.25084435768001
-14.44433594,0,0.25060613842179
-14.43066406,0,0.25034943675901
-14.41699219,0,0.25007430928427
-14.40332031,0,0.24978081826052
-14.38964844,0,0.24946902824466
-14.37597656,0,0.24913900885542
-14.36230469,0,0.24879083362494
-14.34863281,0,0.24842457974696
-14.33496094,0,0.24804032890738
-14.32128906,0,0.24763816605398
-14.30761719,0,0.24721818021728
-14.29394531,0,0.24678046436358
-14.28027344,0,0.24632511558941
-14.26660156,0,0.24585223374741
-14.25292969,0,0.24536192378981
-14.23925781,0,0.24485429314763
-14.22558594,0,0.2443294538488
-14.21191406,0,0.24378752102432
-14.19824219,0,0.24322861320936
-14.18457031,0,0.24265285320354
-14.17089844,0,0.24206036662894
-14.15722656,0,0.24145128239377
-14.14355469,0,0.24082573389725
-14.12988281,0,0.24018385670699
-14.11621094,0,0.23952579029054
-14.10253906,0,0.2388516770259
-14.08886719,0,0.23816166284461
-14.07519531,0,0.23745589692984
-14.06152344,0,0.23673453047867
-14.04785156,0,0.23599771949864
-14.03417969,0,0.23524562137566
-14.02050781,0,0.23447839715356
-14.00683594,0,0.23369621081975
-13.99316406,0,0.23289922876376
-13.97949219,0,0.23208762024221
-13.96582031,0,0.23126155810464
-13.95214844,0,0.2304212164868
-13.93847656,0,0.22956677183401
-13.92480469,0,0.22869840518393
-13.91113281,0,0.22781629828361
-13.89746094,0,0.2269206356354
-13.88378906,0,0.22601160398409
-13.87011719,0,0.22508939269979
-13.85644531,0,0.22415419306306
-13.84277344,0,0.22320619856647
-13.82910156,0,0.22224560454135
-13.81542969,0,0.22127260856269
-13.80175781,0,0.22028740998265
-13.78808594,0,0.21929021002194
-13.77441406,0,0.21828121184805
-13.76074219,0,0.21726062024351
-13.74707031,0,0.21622864110269
-13.73339844,0,0.21518548274666
-13.71972656,0,0.21413135505433
-13.70605469,0,0.21306646796236
-13.69238281,0,0.21199103457436
-13.67871094,0,0.21090526809844
-13.66503906,0,0.2098093829411
-13.65136719,0,0.20870359585812
-13.63769531,0,0.20758812289838
-13.62402344,0,0.20646318323912
-13.61035156,0,0.20532899498904
-13.59667969,0,0.20418577820433
-13.58300781,0,0.20303375342815
-13.56933594,0,0.201873142386
-13.55566406,0,0.20070416667854
-13.54199219,0,0.19952704930189
-13.52832031,0,0.19834201332017
-13.51464844,0,0.19714928242258
-13.50097656,0,0.19594908015121
-13.48730469,0,0.19474163130669
-13.47363281,0,0.19352716029255
-13.45996094,0,0.19230589214797
-13.44628906,0,0.19107805091276
-13.43261719,0,0.18984386208774
-13.41894531,0,0.18860355042442
-13.40527344,0,0.18735734073184
-13.39160156,0,0.18610545749082
-13.37792969,0,0.18484812507803
-13.36425781,0,0.1835855674621
-13.35058594,0,0.1823180090764
-13.33691406,0,0.18104567253001
-13.32324219,0,0.17976878049206
-13.30957031,0,0.17848755587597
-13.29589844,0,0.17720221986704
-13.28222656,0,0.17591299388571
-13.26855469,0,0.17462009777508
-13.25488281,0,0.17332375178889
-13.24121094,0,0.17202417367717
-13.22753906,0,0.17072158130827
-13.21386719,0,0.1694161920605
-13.20019531,0,0.16810822105559
-13.18652344,0,0.16679788315868
-13.17285156,0,0.16548539209167
-13.15917969,0,0.16417095972159
-13.14550781,0,0.1628547974128
-13.13183594,0,0.16153711495895
-13.11816406,0,0.16021812082515
-13.10449219,0,0.15889802205441
-13.09082031,0,0.15757702410849
-13.07714844,0,0.15625533095605
-13.06347656,0,0.15493314523739
-13.04980469,0,0.15361066815957
-13.03613281,0,0.152288098463
-13.02246094,0,0.15096563437036
-13.00878906,0,0.14964347131866
-12.99511719,0,0.14832180356092
-12.98144531,0,0.14700082340574
-12.96777344,0,0.14568072128861
-12.95410156,0,0.14436168553696
-12.94042969,0,0.14304390260467
-12.92675781,0,0.14172755769452
-12.91308594,0,0.14041283293446
-12.89941406,0,0.13909990930048
-12.88574219,0,0.13778896447016
-12.87207031,0,0.13648017542129
-12.85839844,0,0.1351737163632
-12.84472656,0,0.13386975909394
-12.83105469,0,0.1325684733952
-12.81738281,0,0.13127002700892
-12.80371094,0,0.12997458489168
-12.79003906,0,0.12868231051967
-12.77636719,0,0.12739336405777
-12.76269531,0,0.12610790431913
-12.74902344,0,0.12482608722318
-12.73535156,0,0.12354806601866
-12.72167969,0,0.12227399203994
-12.70800781,0,0.12100401382811
-12.69433594,0,0.11973827797317
-12.68066406,0,0.11847692826782
-12.66699219,0,0.11722010552541
-12.65332031,0,0.11596794922213
-12.63964844,0,0.11472059529231
-12.62597656,0,0.11347817760621
-12.61230469,0,0.11224082706282
-12.59863281,0,0.11100867311764
-12.58496094,0,0.10978184077799
-12.57128906,0,0.10856045431673
-12.55761719,0,0.10734463458456
-12.54394531,0,0.10613449981586
-12.53027344,0,0.10493016558813
-12.51660156,0,0.10373174530368
-12.50292969,0,0.10253934950176
-12.48925781,0,0.10135308596556
-12.47558594,0,0.10017306016105
-12.46191406,0,0.098999374825641
-12.44824219,0,0.097832129494152
-12.43457031,0,0.096671422318884
-12.42089844,0,0.095517348078678
-12.40722656,0,0.094369998919826
-12.39355469,0,0.093229464363925
-12.37988281,0,0.092095831690782
-12.36621094,0,0.090969185116335
-12.35253906,0,0.089849607050724
-12.33886719,0,0.088737176097078
-12.32519531,0,0.087631969312329
-12.31152344,0,0.086534061219114
-12.29785156,0,0.085443522796404
-12.28417969,0,0.084360423612984
-12.27050781,0,0.083284829810189
-12.25683594,0,0.082216805868689
-12.24316406,0,0.081156413021075
-12.22949219,0,0.080103710359462
-12.21582031,0,0.079058754260052
-12.20214844,0,0.078021599176413
-12.18847656,0,0.076992296530111
-12.17480469,0,0.075970895538761
-12.16113281,0,0.074957443072012
-12.14746094,0,0.073951983613324
-12.13378906,0,0.072954559089975
-12.12011719,0,0.071965209368378
-12.10644531,0,0.070983971465803
-12.09277344,0,0.070010880609653
-12.07910156,0,0.069045969681349
-12.06542969,0,0.06808926897527
-12.05175781,0,0.067140806887235
-12.03808594,0,0.066200609351238
-12.02441406,0,0.065268700046884
-12.01074219,0,0.064345100467242
-11.99707031,0,0.06342983068761
-11.98339844,0,0.062522907437768
-11.96972656,0,0.061624346268064
-11.95605469,0,0.060734160010969
-11.94238281,0,0.059852360053473
-11.92871094,0,0.058978955520131
-11.91503906,0,0.058113953130485
-11.90136719,0,0.057257358460168
-11.88769531,0,0.056409174256543
-11.87402344,0,0.055569401735842
-11.86035156,0,0.054738040625694
-11.84667969,0,0.053915088159192
-11.83300781,0,0.053100539720891
-11.81933594,0,0.052294389657415
-11.80566406,0,0.051496629849892
-11.79199219,0,0.050707250629142
-11.77832031,0,0.049926240355015
-11.76464844,0,0.049153586329776
-11.75097656,0,0.048389273552218
-11.73730469,0,0.047633285706413
-11.72363281,0,0.046885604880496
-11.70996094,0,0.046146211491396
-11.69628906,0,0.045415084765112
-11.68261719,0,0.044692201690312
-11.66894531,0,0.043977538381233
-11.65527344,0,0.043271069418641
-11.64160156,0,0.042572767990891
-11.62792969,0,0.041882605714384
-11.61425781,0,0.041200552753465
-11.60058594,0,0.040526578495383
-11.58691406,0,0.039860650283592
-11.57324219,0,0.0392027350355
-11.55957031,0,0.038552797855894
-11.54589844,0,0.037910802792237
-11.53222656,0,0.037276712683721
-11.51855469,0,0.036650489355053
-11.50488281,0,0.036032093245462
-11.49121094,0,0.035421484342424
-11.47753906,0,0.034818620812858
-11.46386719,0,0.034223460206718
-11.45019531,0,0.033635959270269
-11.43652344,0,0.033056073339489
-11.42285156,0,0.032483757228597
-11.40917969,0,0.031918964456201
-11.39550781,0,0.031361647961975
-11.38183594,0,0.030811759889786
-11.36816406,0,0.030269251334893
-11.35449219,0,0.029734072784158
-11.34082031,0,0.029206173847705
-11.32714844,0,0.028685503604826
-11.31347656,0,0.028172010128009
-11.29980469,0,0.027665641139813
-11.28613281,0,0.027166343696112
-11.27246094,0,0.026674063772084
-11.25878906,0,0.026188747455555
-11.24511719,0,0.025710339655152
-11.23144531,0,0.025238785115885
-11.21777344,0,0.024774027909503
-11.20410156,0,0.024316011996853
-11.19042969,0,0.023864680297185
-11.17675781,0,0.023419975493522
-11.16308594,0,0.022981839987752
-11.14941406,0,0.022550215974163
-11.13574219,0,0.02212504481674
-11.12207031,0,0.021706267835895
-11.10839844,0,0.021293826098087
-11.09472656,0,0.020887660197906
-11.08105469,0,0.020487710522442
-11.06738281,0,0.020093917454251
-11.05371094,0,0.019706220630995
-11.04003906,0,0.019324560042696
-11.02636719,0,0.018948875241941
-11.01269531,0,0.018579105475156
-10.99902344,0,0.018215190322017
-10.98535156,0,0.017857068719859
-10.97167969,0,0.017504679877734
-10.95800781,0,0.017157962721549
-10.94433594,0,0.016816856418952
-10.93066406,0,0.016481299752769
-10.91699219,0,0.016151231590687
-10.90332031,0,0.015826590897176
-10.88964844,0,0.015507316599267
-10.87597656,0,0.015193347706024
-10.86230469,0,0.014884623264081
-10.84863281,0,0.01458108232778
-10.83496094,0,0.014282664133625
-10.82128906,0,0.013989308007228
-10.80761719,0,0.013700953234964
-10.79394531,0,0.013417539465591
-10.78027344,0,0.013139006468876
-10.76660156,0,0.012865294093982
-10.75292969,0,0.012596342272004
-10.73925781,0,0.0123320914107
-10.72558594,0,0.012072481830518
-10.71191406,0,0.011817454398124
-10.69824219,0,0.011566949967031
-10.68457031,0,0.011320909536826
-10.67089844,0,0.011079274758447
-10.65722656,0,0.01084198710815
-10.64355469,0,0.010608988799799
-10.62988281,0,0.010380221976083
-10.61621094,0,0.010155629081913
-10.60253906,0,0.0099351532430539
-10.58886719,0,0.0097187376833726
-10.57519531,0,0.0095063257462215
-10.56152344,0,0.0092978613913048
-10.54785156,0,0.009093288952754
-10.53417969,0,0.0088925529461189
-10.52050781,0,0.0086955983836914
-10.50683594,0,0.0085023706567023
-10.49316406,0,0.0083128155341102
-10.47949219,0,0.0081268790092053
-10.46582031,0,0.0079445076975656
-10.45214844,0,0.0077656486052643
-10.43847656,0,0.0075902490463271
-10.42480469,0,0.007418256785978
-10.41113281,0,0.0072496199804292
-10.39746094,0,0.0070842873720518
-10.38378906,0,0.0069222079220025
-10.37011719,0,0.0067633312568389
-10.35644531,0,0.0066076073043634
-10.34277344,0,0.0064549864345147
-10.32910156,0,0.0063054196242875
-10.31542969,0,0.0061588580686116
-10.30175781,0,0.0060152535648213
-10.28808594,0,0.0058745585197969
-10.27441406,0,0.0057367255452437
-10.26074219,0,0.0056017078865324
-10.24707031,0,0.0054694592156469
-10.23339844,0,0.0053399337246284
-10.21972656,0,0.0052130859820155
-10.20605469,0,0.0050888712443635
-10.19238281,0,0.0049672448803362
-10.17871094,0,0.0048481632057875
-10.16503906,0,0.0047315827080915
-10.15136719,0,0.0046174605098119
-10.13769531,0,0.004505754112113
-10.12402344,0,0.0043964215611245
-10.11035156,0,0.0042894214153449
-10.09667969,0,0.0041847127491742
-10.08300781,0,0.0040822550566551
-10.06933594,0,0.0039820083492102
-10.05566406,0,0.0038839330213176
-10.04199219,0,0.0037879902407553
-10.02832031,0,0.0036941413811615
-10.01464844,0,0.0036023484543042
-10.00097656,0,0.0035125739688544
-9.987304688,0,0.0034247808141979
-9.973632812,0,0.0033389324414971
-9.959960938,0,0.003254992712625
-9.946289062,0,0.0031729261194445
-9.932617188,0,0.0030926975117592
-9.918945312,0,0.0030142722523141
-9.905273438,0,0.0029376161455726
-9.891601562,0,0.0028626956127177
-9.877929688,0,0.0027894773677726
-9.864257812,0,0.0027179286461497
-9.850585938,0,0.0026480172671586
-9.836914062,0,0.0025797114002322
-9.823242188,0,0.0025129796324584
-9.809570312,0,0.0024477911821271
-9.795898438,0,0.0023841156007526
-9.782226562,0,0.0023219229052785
-9.768554688,0,0.0022611836254302
-9.754882812,0,0.0022018686353828
-9.741210938,0,0.0021439494180106
-9.727539062,0,0.0020873977415256
-9.713867188,0,0.0020321859050346
-9.700195312,0,0.00197828652316
-9.686523438,0,0.0019256727842094
-9.672851562,0,0.0018743183157643
-9.659179688,0,0.0018241970626789
-9.645507812,0,0.0017752834330813
-9.631835938,0,0.0017275522487446
-9.618164062,0,0.0016809787844911
-9.604492188,0,0.0016355386510121
-9.590820312,0,0.0015912079727635
-9.577148438,0,0.0015479631587122
-9.563476562,0,0.0015057810929797
-9.549804688,0,0.0014646390380212
-9.536132812,0,0.0014245146561902
-9.522460938,0,0.001385385937342
-9.508789062,0,0.0013472313492859
-9.495117188,0,0.001310029687837
-9.481445312,0,0.0012737600658638
-9.467773438,0,0.0012384020943588
-9.454101562,0,0.00120393561265
-9.440429688,0,0.001170340918883
-9.426757812,0,0.0011375986697663
-9.413085938,0,0.0011056897697531
-9.399414062,0,0.0010745956141021
-9.385742188,0,0.0010442978538664
-9.372070312,0,0.0010147784960797
-9.358398438,0,0.00098601984639969
-9.344726562,0,0.00095800463821565
-9.331054688,0,0.00093071584882162
-9.317382812,0,0.00090413681243375
-9.303710938,0,0.00087825117777985
-9.290039062,0,0.00085304293106342
-9.276367188,0,0.000828496307058
-9.262695312,0,0.00080459585615141
-9.249023438,0,0.00078132651863319
-9.235351562,0,0.0007586734712708
-9.221679688,0,0.00073662214145476
-9.208007812,0,0.00071515828940621
-9.194335938,0,0.00069426795078305
-9.180664062,0,0.00067393752095455
-9.166992188,0,0.00065415350701241
-9.153320312,0,0.00063490285771954
-9.139648438,0,0.00061617266081942
-9.125976562,0,0.00059795032833026
-9.112304688,0,0.00058022353715219
-9.098632812,0,0.00056298021329631
-9.084960938,0,0.00054620847701676
-9.071289062,0,0.00052989681203906
-9.057617188,0,0.00051403385677239
-9.043945312,0,0.00049860851799133
-9.030273438,0,0.00048360991688484
-9.016601562,0,0.00046902745744213
-9.002929688,0,0.0004548506818005
-8.989257812,0,0.00044106947529107
-8.975585938,0,0.000427673841666
-8.961914062,0,0.00041465405736806
-8.948242188,0,0.00040200061015789
-8.934570312,0,0.00038970415451887
-8.920898438,0,0.00037775560074772
-8.907226562,0,0.00036614602405297
-8.893554688,0,0.00035486673622538
-8.879882812,0,0.00034390922350935
-8.866210938,0,0.00033326513403967
-8.852539062,0,0.00032292633997269
-8.838867188,0,0.00031288491046761
-8.825195312,0,0.00030313305340448
-8.811523438,0,0.00029366321479503
-8.797851562,0,0.00028446794898241
-8.784179688,0,0.00027554002161467
-8.770507812,0,0.00026687233921392
-8.756835938,0,0.00025845799755266
-8.743164062,0,0.00025029025598007
-8.729492188,0,0.00024236252167232
-8.715820312,0,0.00023466835648047
-8.702148438,0,0.00022720145094208
-8.688476562,0,0.00021995572899477
-8.674804688,0,0.00021292516763036
-8.661132812,0,0.00020610390904206
-8.647460938,0,0.00019948626894061
-8.633789062,0,0.00019306669420393
-8.620117188,0,0.00018683973191551
-8.606445312,0,0.00018080010129256
-8.592773438,0,0.00017494262242016
-8.579101562,0,0.00016926226288558
-8.565429688,0,0.00016375411354691
-8.551757812,0,0.0001584133619954
-8.538085938,0,0.00015323536341434
-8.524414062,0,0.00014821552709824
-8.510742188,0,0.00014334942659873
-8.497070312,0,0.00013863271930812
-8.483398438,0,0.0001340611861257
-8.469726562,0,0.00012963072007155
-8.456054688,0,0.00012533731233229
-8.442382812,0,0.00012117705361307
-8.428710938,0,0.00011714611673692
-8.415039062,0,0.00011324080804447
-8.401367188,0,0.00010945751331205
-8.387695312,0,0.00010579270903839
-8.374023438,0,0.00010224296653996
-8.360351562,0,9.8804949365207e-05
-8.346679688,0,9.5475400193819e-05
-8.333007812,0,9.2251152535576e-05
-8.319335938,0,8.9129146199933e-05
-8.305664062,0,8.6106344755665e-05
-8.291992188,0,8.3179853398203e-05
-8.278320312,0,8.034681866208e-05
-8.264648438,0,7.7604469963162e-05
-8.250976562,0,7.4950125490652e-05
-8.237304688,0,7.2381158407922e-05
-8.223632812,0,6.9895017680761e-05
-8.209960938,0,6.7489227488066e-05
-8.196289062,0,6.5161380805205e-05
-8.182617188,0,6.2909131400063e-05
-8.168945312,0,6.0730180645372e-05
-8.155273438,0,5.8622316529786e-05
-8.141601562,0,5.658338462629e-05
-8.127929688,0,5.4611298490919e-05
-8.114257812,0,5.2703996399954e-05
-8.100585938,0,5.0859512400065e-05
-8.086914062,0,4.907590861543e-05
-8.073242188,0,4.735132018124e-05
-8.059570312,0,4.5683918879031e-05
-8.045898438,0,4.4071935031684e-05
-8.032226562,0,4.2513658463399e-05
-8.018554688,0,4.1007421264621e-05
-8.004882812,0,3.9551575639255e-05
-7.991210938,0,3.8144577169847e-05
-7.977539062,0,3.6784877634311e-05
-7.963867188,0,3.5470999823557e-05
-7.950195312,0,3.4201492996218e-05
-7.936523438,0,3.2974961178106e-05
-7.922851562,0,3.1790032049148e-05
-7.909179688,0,3.0645394116066e-05
-7.895507812,0,2.953976470279e-05
-7.881835938,0,2.8471895242879e-05
-7.868164062,0,2.7440576653797e-05
-7.854492188,0,2.6444643366254e-05
-7.840820312,0,2.5482951429273e-05
-7.827148438,0,2.4554400084715e-05
-7.813476562,0,2.3657911207863e-05
-7.799804688,0,2.2792447266123e-05
-7.786132812,0,2.1957008375158e-05
-7.772460938,0,2.1150605681831e-05
-7.758789062,0,2.0372304581663e-05
-7.745117188,0,1.9621174070292e-05
-7.731445312,0,1.8896322910024e-05
-7.717773438,0,1.8196890446652e-05
-7.704101562,0,1.7522040758654e-05
-7.690429688,0,1.6870956774315e-05
-7.676757812,0,1.624285215139e-05
-7.663085938,0,1.5636960405663e-05
-7.649414062,0,1.5052543002807e-05
-7.635742188,0,1.4488888109789e-05
-7.622070312,0,1.3945298063053e-05
-7.608398438,0,1.3421100445635e-05
-7.594726562,0,1.2915639019303e-05
-7.581054688,0,1.2428291873852e-05
-7.567382812,0,1.1958432753034e-05
-7.553710938,0,1.1505476347787e-05
-7.540039062,0,1.106885343384e-05
-7.526367188,0,1.0648004023832e-05
-7.512695312,0,1.0242389233842e-05
-7.499023438,0,9.8514892266441e-06
-7.485351562,0,9.4748016214719e-06
-7.471679688,0,9.1118361610819e-06
-7.458007812,0,8.7621211744585e-06
-7.444335938,0,8.4251937186999e-06
-7.430664062,0,8.1006209021894e-06
-7.416992188,0,7.7879699292447e-06
-7.403320312,0,7.4868249076025e-06
-7.389648438,0,7.1967877959724e-06
-7.375976562,0,6.9174679046322e-06
-7.362304688,0,6.6484945439035e-06
-7.348632812,0,6.3895011741134e-06
-7.334960938,0,6.1401402061323e-06
-7.321289062,0,5.900068917627e-06
-7.307617188,0,5.6689564403761e-06
-7.293945312,0,5.4464922955422e-06
-7.280273438,0,5.232368012644e-06
-7.266601562,0,5.0262867105259e-06
-7.252929688,0,4.8279607893087e-06
-7.239257812,0,4.6371156352003e-06
-7.225585938,0,4.4534781777993e-06
-7.211914062,0,4.2767946328192e-06
